13344166278.980316,scenario_3,1546295040,instance_1,actor_3,13344166279.184793
13344166279.167490,scenario_3,1546295040,instance_1,actor_7,13344166279.184793
13344166284.080153,scenario_3,1546295040,instance_2,actor_3,13344166284.237341
13344166284.219543,scenario_3,1546295040,instance_2,actor_7,13344166284.237341
13344166289.309505,scenario_3,1546295040,instance_3,actor_3,13344166289.463066
13344166289.446466,scenario_3,1546295040,instance_3,actor_7,13344166289.463066
13344166294.159309,scenario_3,1546295040,instance_4,actor_3,13344166294.258484
13344166294.246723,scenario_3,1546295040,instance_4,actor_7,13344166294.258484
13344166298.867462,scenario_3,1546295040,instance_5,actor_3,13344166298.997076
13344166298.985979,scenario_3,1546295040,instance_5,actor_7,13344166298.997076
13344166304.151421,scenario_3,1546295040,instance_6,actor_3,13344166304.292303
13344166304.270136,scenario_3,1546295040,instance_6,actor_7,13344166304.292303
13344166308.876368,scenario_3,1546295040,instance_7,actor_3,13344166309.020351
13344166309.006184,scenario_3,1546295040,instance_7,actor_7,13344166309.020351
13344166314.268114,scenario_3,1546295040,instance_8,actor_3,13344166314.398979
13344166314.383837,scenario_3,1546295040,instance_8,actor_7,13344166314.398979
13344166318.904396,scenario_3,1546295040,instance_9,actor_3,13344166319.053579
13344166319.038872,scenario_3,1546295040,instance_9,actor_7,13344166319.053579
13344166324.285603,scenario_3,1546295040,instance_10,actor_3,13344166324.421560
13344166324.405832,scenario_3,1546295040,instance_10,actor_7,13344166324.421560
13344166328.887592,scenario_3,1546295040,instance_11,actor_3,13344166329.040440
13344166329.025824,scenario_3,1546295040,instance_11,actor_7,13344166329.040440
13344166334.286007,scenario_3,1546295040,instance_12,actor_3,13344166334.423845
13344166334.409388,scenario_3,1546295040,instance_12,actor_7,13344166334.423845
13344166338.923788,scenario_3,1546295040,instance_13,actor_3,13344166339.062344
13344166339.047850,scenario_3,1546295040,instance_13,actor_7,13344166339.062344
13344166344.248632,scenario_3,1546295040,instance_14,actor_3,13344166344.384607
13344166344.369652,scenario_3,1546295040,instance_14,actor_7,13344166344.384607
13344166348.926235,scenario_3,1546295040,instance_15,actor_3,13344166349.059671
13344166349.046688,scenario_3,1546295040,instance_15,actor_7,13344166349.059671
13344166354.193111,scenario_3,1546295040,instance_16,actor_3,13344166354.313711
13344166354.301201,scenario_3,1546295040,instance_16,actor_7,13344166354.313711
13344166358.944525,scenario_3,1546295040,instance_17,actor_3,13344166359.095678
13344166359.080788,scenario_3,1546295040,instance_17,actor_7,13344166359.095678
13344166364.255522,scenario_3,1546295040,instance_18,actor_3,13344166364.394777
13344166364.380062,scenario_3,1546295040,instance_18,actor_7,13344166364.394777
13344166368.916245,scenario_3,1546295040,instance_19,actor_3,13344166369.066620
13344166369.051056,scenario_3,1546295040,instance_19,actor_7,13344166369.066620
13344166374.284781,scenario_3,1546295040,instance_20,actor_3,13344166374.434147
13344166374.418619,scenario_3,1546295040,instance_20,actor_7,13344166374.434147
13344166378.900156,scenario_3,1546295040,instance_21,actor_3,13344166379.044321
13344166379.029270,scenario_3,1546295040,instance_21,actor_7,13344166379.044321
13344166384.251026,scenario_3,1546295040,instance_22,actor_3,13344166384.394096
13344166384.382160,scenario_3,1546295040,instance_22,actor_7,13344166384.394096
13344166388.893019,scenario_3,1546295040,instance_23,actor_3,13344166389.026604
13344166389.012712,scenario_3,1546295040,instance_23,actor_7,13344166389.026604
13344166394.130529,scenario_3,1546295040,instance_24,actor_3,13344166394.236376
13344166394.226065,scenario_3,1546295040,instance_24,actor_7,13344166394.236376
13344166398.854368,scenario_3,1546295040,instance_25,actor_3,13344166398.952536
13344166398.942276,scenario_3,1546295040,instance_25,actor_7,13344166398.952536
13344166404.115152,scenario_3,1546295040,instance_26,actor_3,13344166404.219889
13344166404.209616,scenario_3,1546295040,instance_26,actor_7,13344166404.219889
13344166408.911648,scenario_3,1546295040,instance_27,actor_3,13344166409.022816
13344166409.011889,scenario_3,1546295040,instance_27,actor_7,13344166409.022816
13344166414.172024,scenario_3,1546295040,instance_28,actor_3,13344166414.273968
13344166414.262287,scenario_3,1546295040,instance_28,actor_7,13344166414.273968
13344166418.954529,scenario_3,1546295040,instance_29,actor_3,13344166419.100824
13344166419.086657,scenario_3,1546295040,instance_29,actor_7,13344166419.100824
13344166424.285652,scenario_3,1546295040,instance_30,actor_3,13344166424.428267
13344166424.412493,scenario_3,1546295040,instance_30,actor_7,13344166424.428267
13344166428.887836,scenario_3,1546295040,instance_31,actor_3,13344166429.037107
13344166429.022396,scenario_3,1546295040,instance_31,actor_7,13344166429.037107
13344166434.286127,scenario_3,1546295040,instance_32,actor_3,13344166434.420076
13344166434.404352,scenario_3,1546295040,instance_32,actor_7,13344166434.420076
13344166438.904814,scenario_3,1546295040,instance_33,actor_3,13344166439.055956
13344166439.041286,scenario_3,1546295040,instance_33,actor_7,13344166439.055956
13344166444.322136,scenario_3,1546295040,instance_34,actor_3,13344166444.468515
13344166444.452600,scenario_3,1546295040,instance_34,actor_7,13344166444.468515
13344166448.900648,scenario_3,1546295040,instance_35,actor_3,13344166449.043739
13344166449.027897,scenario_3,1546295040,instance_35,actor_7,13344166449.043739
13344166454.249376,scenario_3,1546295040,instance_36,actor_3,13344166454.371639
13344166454.360773,scenario_3,1546295040,instance_36,actor_7,13344166454.371639
13344166458.942656,scenario_3,1546295040,instance_37,actor_3,13344166459.082439
13344166459.068783,scenario_3,1546295040,instance_37,actor_7,13344166459.082439
13344166464.298187,scenario_3,1546295040,instance_38,actor_3,13344166464.443111
13344166464.427839,scenario_3,1546295040,instance_38,actor_7,13344166464.443111
13344166468.901316,scenario_3,1546295040,instance_39,actor_3,13344166469.058884
13344166469.043589,scenario_3,1546295040,instance_39,actor_7,13344166469.058884
13344166474.270996,scenario_3,1546295040,instance_40,actor_3,13344166474.400921
13344166474.385763,scenario_3,1546295040,instance_40,actor_7,13344166474.400921
13344166478.905661,scenario_3,1546295040,instance_41,actor_3,13344166479.046877
13344166479.033232,scenario_3,1546295040,instance_41,actor_7,13344166479.046877
13344166484.250685,scenario_3,1546295040,instance_42,actor_3,13344166484.376925
13344166484.363281,scenario_3,1546295040,instance_42,actor_7,13344166484.376925
13344166488.882992,scenario_3,1546295040,instance_43,actor_3,13344166489.031868
13344166489.017159,scenario_3,1546295040,instance_43,actor_7,13344166489.031868
13344166494.148140,scenario_3,1546295040,instance_44,actor_3,13344166494.242657
13344166494.231607,scenario_3,1546295040,instance_44,actor_7,13344166494.242657
13344166498.901340,scenario_3,1546295040,instance_45,actor_3,13344166499.007647
13344166498.997305,scenario_3,1546295040,instance_45,actor_7,13344166499.007647
13344166504.119644,scenario_3,1546295040,instance_46,actor_3,13344166504.217333
13344166504.216623,scenario_3,1546295040,instance_46,actor_7,13344166504.217333
13344166508.854002,scenario_3,1546295040,instance_47,actor_3,13344166508.962025
13344166508.951681,scenario_3,1546295040,instance_47,actor_7,13344166508.962025
13344166514.157745,scenario_3,1546295040,instance_48,actor_3,13344166514.255960
13344166514.244280,scenario_3,1546295040,instance_48,actor_7,13344166514.255960
13344166518.894039,scenario_3,1546295040,instance_49,actor_3,13344166519.021748
13344166519.009001,scenario_3,1546295040,instance_49,actor_7,13344166519.021748
13344166524.248655,scenario_3,1546295040,instance_50,actor_3,13344166524.365875
13344166524.353148,scenario_3,1546295040,instance_50,actor_7,13344166524.365875
13344166528.929216,scenario_3,1546295040,instance_51,actor_3,13344166529.059225
13344166529.046476,scenario_3,1546295040,instance_51,actor_7,13344166529.059225
13344166534.241377,scenario_3,1546295040,instance_52,actor_3,13344166534.362440
13344166534.349707,scenario_3,1546295040,instance_52,actor_7,13344166534.362440
13344166538.933941,scenario_3,1546295040,instance_53,actor_3,13344166539.064276
13344166539.051523,scenario_3,1546295040,instance_53,actor_7,13344166539.064276
13344166544.226589,scenario_3,1546295040,instance_54,actor_3,13344166544.343983
13344166544.331240,scenario_3,1546295040,instance_54,actor_7,13344166544.343983
13344166548.931816,scenario_3,1546295040,instance_55,actor_3,13344166549.061279
13344166549.048529,scenario_3,1546295040,instance_55,actor_7,13344166549.061279
13344166554.252346,scenario_3,1546295040,instance_56,actor_3,13344166554.368299
13344166554.355568,scenario_3,1546295040,instance_56,actor_7,13344166554.368299
13344166558.935335,scenario_3,1546295040,instance_57,actor_3,13344166559.066484
13344166559.053736,scenario_3,1546295040,instance_57,actor_7,13344166559.066484
13344166564.230644,scenario_3,1546295040,instance_58,actor_3,13344166564.347048
13344166564.334312,scenario_3,1546295040,instance_58,actor_7,13344166564.347048
13344166568.916435,scenario_3,1546295040,instance_59,actor_3,13344166569.046629
13344166569.033878,scenario_3,1546295040,instance_59,actor_7,13344166569.046629
13344166574.222181,scenario_3,1546295040,instance_60,actor_3,13344166574.339235
13344166574.325609,scenario_3,1546295040,instance_60,actor_7,13344166574.339235
13344166578.937588,scenario_3,1546295040,instance_61,actor_3,13344166579.067951
13344166579.055208,scenario_3,1546295040,instance_61,actor_7,13344166579.067951
13344166584.275606,scenario_3,1546295040,instance_62,actor_3,13344166584.410601
13344166584.395912,scenario_3,1546295040,instance_62,actor_7,13344166584.410601
13344166588.926373,scenario_3,1546295040,instance_63,actor_3,13344166589.083803
13344166589.068501,scenario_3,1546295040,instance_63,actor_7,13344166589.083803
13344166594.332335,scenario_3,1546295040,instance_64,actor_3,13344166594.474009
13344166594.457657,scenario_3,1546295040,instance_64,actor_7,13344166594.474009
13344166598.914972,scenario_3,1546295040,instance_65,actor_3,13344166599.065712
13344166599.051004,scenario_3,1546295040,instance_65,actor_7,13344166599.065712
13344166604.324915,scenario_3,1546295040,instance_66,actor_3,13344166604.496572
